,price_type,metric_code,study_number,location_type,adjustment_index,adjusted,sale_type,frequency,date,rand_millions,datetime
3378,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2009,84.5,2009-12-01
3379,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2009,2126.9,2009-12-01
3380,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2009,1118.9,2009-12-01
3381,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2009,2.2,2009-12-01
3382,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2009,0.3,2009-12-01
3383,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2009,1121.3,2009-12-01
3384,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2009,697.8,2009-12-01
3385,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2009,72.2,2009-12-01
3386,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2009,138.2,2009-12-01
3387,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2009,908.2,2009-12-01
3388,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2009,3612.0,2009-12-01
3389,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2009,321.5,2009-12-01
3390,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2009,222.9,2009-12-01
3391,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2009,4156.5,2009-12-01
3392,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,01-2010,1340.9,2010-01-01
3393,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,01-2010,222.2,2010-01-01
3394,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,01-2010,62.1,2010-01-01
3395,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,01-2010,1625.2,2010-01-01
3396,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,01-2010,749.9,2010-01-01
3397,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,01-2010,2.6,2010-01-01
3398,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,01-2010,0.2,2010-01-01
3399,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,01-2010,752.7,2010-01-01
3400,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,01-2010,428.2,2010-01-01
3401,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,01-2010,53.7,2010-01-01
3402,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,01-2010,86.8,2010-01-01
3403,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,01-2010,568.7,2010-01-01
3404,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,01-2010,2519.0,2010-01-01
3405,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,01-2010,278.5,2010-01-01
3406,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,01-2010,149.1,2010-01-01
3407,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,01-2010,2946.6,2010-01-01
3408,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,01-2010,1904.1,2010-01-01
3409,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,01-2010,319.6,2010-01-01
3410,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,01-2010,88.1,2010-01-01
3411,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,01-2010,2311.8,2010-01-01
3412,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,01-2010,1064.9,2010-01-01
3413,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,01-2010,3.7,2010-01-01
3414,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,01-2010,0.3,2010-01-01
3415,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,01-2010,1068.9,2010-01-01
3416,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,01-2010,608.0,2010-01-01
3417,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,01-2010,77.2,2010-01-01
3418,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,01-2010,123.1,2010-01-01
3419,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,01-2010,808.3,2010-01-01
3420,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,01-2010,3577.0,2010-01-01
3421,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,01-2010,400.5,2010-01-01
3422,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,01-2010,211.5,2010-01-01
3423,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,01-2010,4189.0,2010-01-01
3424,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,01-2010,1341.6,2010-01-01
3425,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,01-2010,216.5,2010-01-01
3426,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,01-2010,69.5,2010-01-01
3427,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,01-2010,1627.6,2010-01-01
3428,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,01-2010,768.5,2010-01-01
3429,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,01-2010,2.7,2010-01-01
3430,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,01-2010,0.2,2010-01-01
3431,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,01-2010,771.5,2010-01-01
3432,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,01-2010,497.6,2010-01-01
3433,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,01-2010,58.6,2010-01-01
3434,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,01-2010,92.9,2010-01-01
3435,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,01-2010,649.2,2010-01-01
3436,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,01-2010,2607.7,2010-01-01
3437,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,01-2010,277.8,2010-01-01
3438,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,01-2010,162.6,2010-01-01
3439,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,01-2010,3048.2,2010-01-01
3440,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2010,1917.5,2010-01-01
3441,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2010,304.1,2010-01-01
3442,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2010,91.2,2010-01-01
3443,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2010,2312.8,2010-01-01
3444,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2010,1088.9,2010-01-01
3445,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2010,3.8,2010-01-01
3446,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2010,0.3,2010-01-01
3447,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2010,1093.0,2010-01-01
3448,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2010,711.9,2010-01-01
3449,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2010,83.5,2010-01-01
3450,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2010,123.1,2010-01-01
3451,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2010,918.5,2010-01-01
3452,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2010,3718.2,2010-01-01
3453,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2010,391.4,2010-01-01
3454,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2010,214.6,2010-01-01
3455,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2010,4324.3,2010-01-01
3456,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,02-2010,1260.1,2010-02-01
3457,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,02-2010,190.5,2010-02-01
3458,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,02-2010,76.2,2010-02-01
3459,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,02-2010,1526.8,2010-02-01
3460,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,02-2010,684.1,2010-02-01
3461,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,02-2010,2.5,2010-02-01
3462,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,02-2010,0.3,2010-02-01
3463,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,02-2010,686.9,2010-02-01
3464,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,02-2010,491.6,2010-02-01
3465,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,02-2010,44.5,2010-02-01
3466,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,02-2010,75.5,2010-02-01
3467,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,02-2010,611.6,2010-02-01
3468,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,02-2010,2435.8,2010-02-01
3469,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,02-2010,237.5,2010-02-01
3470,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,02-2010,152.0,2010-02-01
3471,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,02-2010,2825.3,2010-02-01
3472,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,02-2010,1781.5,2010-02-01
3473,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,02-2010,273.7,2010-02-01
3474,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,02-2010,107.7,2010-02-01
3475,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,02-2010,2162.9,2010-02-01
3476,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,02-2010,967.1,2010-02-01
3477,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,02-2010,3.6,2010-02-01
3478,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,02-2010,0.4,2010-02-01
3479,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,02-2010,971.1,2010-02-01
3480,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,02-2010,695.0,2010-02-01
3481,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,02-2010,63.9,2010-02-01
3482,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,02-2010,106.7,2010-02-01
3483,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,02-2010,865.6,2010-02-01
3484,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,02-2010,3443.6,2010-02-01
3485,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,02-2010,341.2,2010-02-01
3486,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,02-2010,214.8,2010-02-01
3487,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,02-2010,3999.6,2010-02-01
3488,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,02-2010,1367.0,2010-02-01
3489,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,02-2010,199.5,2010-02-01
3490,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,02-2010,73.6,2010-02-01
3491,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,02-2010,1640.1,2010-02-01
3492,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,02-2010,761.8,2010-02-01
3493,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,02-2010,2.6,2010-02-01
3494,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,02-2010,0.3,2010-02-01
3495,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,02-2010,764.7,2010-02-01
3496,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,02-2010,502.4,2010-02-01
3497,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,02-2010,47.7,2010-02-01
3498,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,02-2010,80.8,2010-02-01
3499,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,02-2010,630.9,2010-02-01
3500,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,02-2010,2631.1,2010-02-01
3501,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,02-2010,249.8,2010-02-01
3502,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,02-2010,154.7,2010-02-01
3503,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,02-2010,3035.7,2010-02-01
3504,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,02-2010,1940.6,2010-02-01
3505,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,02-2010,286.6,2010-02-01
3506,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,02-2010,106.1,2010-02-01
3507,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,02-2010,2333.3,2010-02-01
3508,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,02-2010,1076.3,2010-02-01
3509,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,02-2010,3.7,2010-02-01
3510,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,02-2010,0.4,2010-02-01
3511,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,02-2010,1080.4,2010-02-01
3512,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,02-2010,710.2,2010-02-01
3513,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,02-2010,67.8,2010-02-01
3514,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,02-2010,106.7,2010-02-01
3515,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,02-2010,884.8,2010-02-01
3516,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,02-2010,3727.2,2010-02-01
3517,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,02-2010,358.2,2010-02-01
3518,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,02-2010,213.2,2010-02-01
3519,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,02-2010,4298.5,2010-02-01
3520,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,03-2010,1424.7,2010-03-01
3521,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,03-2010,211.5,2010-03-01
3522,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,03-2010,108.1,2010-03-01
3523,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,03-2010,1744.3,2010-03-01
3524,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,03-2010,745.0,2010-03-01
3525,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,03-2010,2.8,2010-03-01
3526,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,03-2010,0.3,2010-03-01
3527,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,03-2010,748.1,2010-03-01
3528,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,03-2010,531.9,2010-03-01
3529,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,03-2010,51.7,2010-03-01
3530,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,03-2010,103.4,2010-03-01
3531,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,03-2010,687.0,2010-03-01
3532,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,03-2010,2701.6,2010-03-01
3533,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,03-2010,266.0,2010-03-01
3534,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,03-2010,211.8,2010-03-01
3535,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,03-2010,3179.4,2010-03-01
3536,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,03-2010,2008.0,2010-03-01
3537,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,03-2010,302.1,2010-03-01
3538,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,03-2010,152.2,2010-03-01
3539,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,03-2010,2462.3,2010-03-01
3540,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,03-2010,1050.0,2010-03-01
3541,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,03-2010,4.0,2010-03-01
3542,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,03-2010,0.4,2010-03-01
3543,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,03-2010,1054.4,2010-03-01
